Animal,Slice,Sex,Subregion,z-plane,placement order,baseline uM,baseline DA/p,Baseline Vmax (nM/s),stimulation (mA),output (uM),cycle stage
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.30,0.795,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.35,0.872,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.40,0.969,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.45,1.040,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.50,1.157,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.60,1.195,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.70,1.144,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.80,1.157,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.14,0.000,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.16,0.000,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.18,0.020,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.20,0.098,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.22,0.164,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.24,0.243,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.26,0.308,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.30,0.413,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.35,0.525,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.40,0.538,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.45,0.558,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.50,0.512,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.60,0.486,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.70,0.512,estrus
RtF4,R1,Female,core,rostral,p2,0.680,554.530,1600.000,0.80,0.479,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.14,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.16,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.18,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.20,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.22,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.24,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.26,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.30,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.35,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.40,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.45,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.50,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.60,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.70,NA,estrus
RtF4,R1,Female,lshell,rostral,p3,NA,NA,NA,0.80,NA,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.14,0.000,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.16,0.000,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.18,0.191,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.20,0.276,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.22,0.335,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.24,0.335,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.26,0.375,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.30,0.401,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.35,0.427,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.40,0.427,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.45,0.408,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.50,0.395,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.60,0.408,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.70,0.408,estrus
RtF4,R1,Female,mshell,rostral,p5,0.440,360.210,1179.020,0.80,0.395,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.14,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.16,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.18,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.20,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.22,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.24,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.26,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.30,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.35,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.40,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.45,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.50,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.60,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.70,NA,estrus
RtF4,R2,Female,dlCPu,rostral,p4,NA,NA,NA,0.80,NA,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.14,0.000,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.16,0.000,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.18,0.040,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.20,0.215,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.22,0.310,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.24,0.446,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.26,0.549,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.30,0.661,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.35,0.780,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.40,0.796,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.45,0.844,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.50,0.828,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.60,0.804,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.70,0.764,estrus
RtF4,R2,Female,vmCPu,rostral,p3,1.000,805.170,2554.550,0.80,0.756,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.14,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.16,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.18,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.20,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.22,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.24,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.26,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.30,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.35,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.40,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.45,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.50,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.60,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.70,NA,estrus
RtF4,R2,Female,core,rostral,p5,NA,NA,NA,0.80,NA,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.14,0.000,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.16,0.000,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.18,0.088,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.20,0.192,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.22,0.256,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.24,0.272,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.26,0.281,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.30,0.305,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.35,0.345,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.40,0.353,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.45,0.353,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.50,0.337,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.60,0.337,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.70,0.337,estrus
RtF4,R2,Female,lshell,rostral,p2,0.400,360.210,1768.530,0.80,0.345,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.14,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.16,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.18,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.20,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.22,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.24,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.26,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.30,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.35,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.40,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.45,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.50,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.60,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.70,NA,estrus
RtF4,R2,Female,mshell,rostral,p1,NA,NA,NA,0.80,NA,estrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.14,0.000,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.16,0.000,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.18,0.000,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.20,0.000,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.22,0.000,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.24,0.029,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.26,0.014,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.30,0.043,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.35,0.057,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.40,0.064,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.45,0.057,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.50,0.107,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.60,0.086,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.70,0.129,nonestrus
RtF5,R1,Female,dlCPu,rostral,p5,0.110,127.130,1375.520,0.80,0.093,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.14,0.000,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.16,0.000,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.18,0.000,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.20,0.045,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.22,0.102,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.24,0.141,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.26,0.154,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.30,0.211,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.35,0.263,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.40,0.295,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.45,0.301,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.50,0.314,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.60,0.301,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.70,0.320,nonestrus
RtF5,R1,Female,vmCPu,rostral,p1,0.400,379.210,1611.030,0.80,0.333,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.14,0.000,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.16,0.000,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.18,0.000,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.20,0.076,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.22,0.097,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.24,0.117,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.26,0.159,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.30,0.187,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.35,0.187,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.40,0.200,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.45,0.187,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.50,0.173,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.60,0.207,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.70,0.187,nonestrus
RtF5,R1,Female,core,rostral,p3,0.250,233.080,982.520,0.80,0.193,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.14,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.16,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.18,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.20,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.22,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.24,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.26,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.30,0.000,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.35,0.021,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.40,0.035,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.45,0.098,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.50,0.168,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.60,0.196,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.70,0.182,nonestrus
RtF5,R1,Female,lshell,rostral,p4,0.290,275.450,1572.030,0.80,0.147,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.14,0.000,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.16,0.000,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.18,0.000,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.20,0.094,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.22,0.100,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.24,0.127,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.26,0.094,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.30,0.160,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.35,0.147,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.40,0.160,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.45,0.140,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.50,0.154,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.60,0.181,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.70,0.160,nonestrus
RtF5,R1,Female,mshell,rostral,p2,0.180,169.510,982.520,0.80,0.167,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.14,0.000,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.16,0.000,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.18,0.000,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.20,0.000,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.22,0.028,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.24,0.037,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.26,0.065,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.30,0.065,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.35,0.084,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.40,0.093,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.45,0.103,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.50,0.093,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.60,0.103,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.70,0.131,nonestrus
RtF5,R2,Female,dlCPu,rostral,p3,0.130,105.940,589.510,0.80,0.112,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.14,0.000,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.16,0.057,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.18,0.295,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.20,0.372,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.22,0.438,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.24,0.457,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.26,0.467,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.30,0.486,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.35,0.514,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.40,0.524,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.45,0.543,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.50,0.534,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.60,0.553,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.70,0.543,nonestrus
RtF5,R2,Female,vmCPu,rostral,p1,0.620,495.340,1789.530,0.80,0.534,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.14,0.000,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.16,0.000,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.18,0.074,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.20,0.130,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.22,0.167,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.24,0.186,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.26,0.547,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.30,0.269,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.35,0.315,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.40,0.362,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.45,0.343,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.50,0.343,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.60,0.325,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.70,0.325,nonestrus
RtF5,R2,Female,core,rostral,p2,0.360,254.270,786.010,0.80,0.334,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.14,0.000,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.16,0.045,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.18,0.264,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.20,0.282,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.22,0.291,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.24,0.282,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.26,0.318,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.30,0.355,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.35,0.337,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.40,0.428,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.45,0.364,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.50,0.382,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.60,0.373,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.70,0.364,nonestrus
RtF5,R2,Female,lshell,rostral,p5,0.500,487.340,2161.540,0.80,0.409,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.14,0.000,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.16,0.000,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.18,0.044,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.20,0.044,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.22,0.061,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.24,0.052,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.26,0.061,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.30,0.079,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.35,0.087,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.40,0.087,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.45,0.070,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.50,0.079,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.60,0.079,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.70,0.079,nonestrus
RtF5,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.80,0.087,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.14,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.16,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.18,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.20,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.22,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.24,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.26,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.30,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.35,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.40,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.45,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.50,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.60,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.70,NA,nonestrus
RtF6,R1,Female,dlCPu,rostral,p4,NA,NA,NA,0.80,NA,nonestrus
RtF6,R1,Female,vmCPu,rostral,p1,1.240,988.500,2161.540,0.14,0.000,nonestrus
RtF6,R1,Female,vmCPu,rostral,p1,1.240,988.500,2161.540,0.16,0.000,nonestrus
RtF6,R1,Female,vmCPu,rostral,p1,1.240,988.500,2161.540,0.18,0.000,nonestrus
